user_id,item_id,rank
288,951,10.0
288,975,11.0
288,1072,12.0
288,1084,13.0
288,1264,14.0
288,1418,15.0
288,1655,16.0
288,1757,17.0
288,2252,18.0
288,2313,19.0
288,2334,20.0
288,2405,21.0
288,2488,22.0
288,2525,23.0
288,2542,24.0
288,2555,25.0
288,2570,26.0
288,2577,27.0
288,2648,28.0
288,2649,29.0
288,2651,30.0
289,311,1.0
289,312,2.0
289,313,3.0
289,314,4.0
289,345,5.0
289,455,6.0
289,582,7.0
289,673,8.0
289,708,9.0
289,951,10.0
289,975,11.0
289,1072,12.0
289,1084,13.0
289,1264,14.0
289,1418,15.0
289,1655,16.0
289,1757,17.0
289,2252,18.0
289,2313,19.0
289,2334,20.0
289,2405,21.0
289,2488,22.0
289,2525,23.0
289,2542,24.0
289,2555,25.0
289,2570,26.0
289,2577,27.0
289,2648,28.0
289,2649,29.0
289,2651,30.0
290,311,1.0
290,312,2.0
290,313,3.0
290,314,4.0
290,345,5.0
290,455,6.0
290,582,7.0
290,673,8.0
290,708,9.0
290,951,10.0
290,975,11.0
290,1072,12.0
290,1084,13.0
290,1264,14.0
290,1418,15.0
290,1655,16.0
290,1757,17.0
290,2252,18.0
290,2313,19.0
290,2334,20.0
290,2405,21.0
290,2488,22.0
290,2525,23.0
290,2542,24.0
290,2555,25.0
290,2570,26.0
290,2577,27.0
290,2648,28.0
290,2649,29.0
290,2651,30.0
291,311,1.0
291,312,2.0
291,313,3.0
291,314,4.0
291,345,5.0
291,455,6.0
291,582,7.0
291,673,8.0
291,708,9.0
291,951,10.0
291,975,11.0
291,1072,12.0
291,1084,13.0
291,1264,14.0
291,1418,15.0
291,1655,16.0
291,1757,17.0
291,2252,18.0
291,2313,19.0
291,2334,20.0
291,2405,21.0
291,2488,22.0
291,2525,23.0
291,2542,24.0
291,2555,25.0
291,2570,26.0
291,2577,27.0
291,2648,28.0
291,2649,29.0
291,2651,30.0
292,311,1.0
292,312,2.0
292,313,3.0
292,314,4.0
292,345,5.0
292,455,6.0
292,582,7.0
292,673,8.0
292,708,9.0
292,951,10.0
292,975,11.0
292,1072,12.0
292,1084,13.0
292,1264,14.0
292,1418,15.0
292,1655,16.0
292,1757,17.0
292,2252,18.0
292,2313,19.0
292,2334,20.0
292,2405,21.0
292,2488,22.0
292,2525,23.0
292,2542,24.0
292,2555,25.0
292,2570,26.0
292,2577,27.0
292,2648,28.0
292,2649,29.0
292,2651,30.0
293,311,1.0
293,312,2.0
293,313,3.0
293,314,4.0
293,345,5.0
293,455,6.0
293,582,7.0
293,673,8.0
293,708,9.0
293,951,10.0
293,975,11.0
293,1072,12.0
293,1084,13.0
293,1264,14.0
293,1418,15.0
293,1655,16.0
293,1757,17.0
293,2252,18.0
293,2313,19.0
293,2334,20.0
293,2405,21.0
293,2488,22.0
293,2525,23.0
293,2542,24.0
293,2555,25.0
293,2570,26.0
293,2577,27.0
293,2648,28.0
293,2649,29.0
293,2651,30.0
294,311,1.0
294,312,2.0
294,313,3.0
294,314,4.0
294,345,5.0
294,455,6.0
294,582,7.0
294,673,8.0
294,708,9.0
294,951,10.0
294,975,11.0
294,1072,12.0
294,1084,13.0
294,1264,14.0
294,1418,15.0
294,1535,16.0
294,1575,17.0
294,1655,18.0
294,1757,19.0
294,2252,20.0
294,2313,21.0
294,2334,22.0
294,2405,23.0
294,2488,24.0
294,2525,25.0
294,2542,26.0
294,2555,27.0
294,2570,28.0
294,2577,29.0
294,2648,30.0
295,311,1.0
295,312,2.0
295,313,3.0
295,314,4.0
295,345,5.0
295,455,6.0
295,582,7.0
295,673,8.0
295,708,9.0
295,951,10.0
295,975,11.0
295,1072,12.0
295,1084,13.0
295,1264,14.0
295,1418,15.0
295,1655,16.0
295,1757,17.0
295,2252,18.0
295,2313,19.0
295,2334,20.0
295,2405,21.0
295,2488,22.0
295,2525,23.0
295,2542,24.0
295,2555,25.0
295,2570,26.0
295,2577,27.0
295,2648,28.0
295,2649,29.0
295,2651,30.0
296,311,1.0
296,312,2.0
296,313,3.0
296,314,4.0
296,345,5.0
296,455,6.0
296,582,7.0
296,673,8.0
296,708,9.0
296,951,10.0
296,975,11.0
296,1072,12.0
296,1084,13.0
296,1264,14.0
296,1418,15.0
296,1655,16.0
296,1757,17.0
296,2252,18.0
296,2313,19.0
296,2334,20.0
296,2405,21.0
296,2488,22.0
296,2525,23.0
296,2542,24.0
296,2555,25.0
296,2570,26.0
296,2577,27.0
296,2648,28.0
296,2649,29.0
296,2651,30.0
297,311,1.0
297,312,2.0
297,313,3.0
297,314,4.0
297,345,5.0
297,455,6.0
297,582,7.0
297,673,8.0
297,708,9.0
297,951,10.0
297,975,11.0
297,1072,12.0
297,1084,13.0
297,1264,14.0
297,1418,15.0
297,1655,16.0
297,1757,17.0
297,2252,18.0
297,2313,19.0
297,2334,20.0
297,2405,21.0
297,2488,22.0
297,2525,23.0
297,2542,24.0
297,2555,25.0
297,2570,26.0
297,2577,27.0
297,2648,28.0
297,2649,29.0
297,2651,30.0
298,311,1.0
298,312,2.0
298,313,3.0
298,314,4.0
298,345,5.0
298,455,6.0
298,582,7.0
298,673,8.0
298,708,9.0
298,951,10.0
298,975,11.0
298,1072,12.0
298,1084,13.0
298,1264,14.0
298,1418,15.0
298,1655,16.0
298,1757,17.0
298,2252,18.0
298,2313,19.0
298,2334,20.0
298,2405,21.0
298,2488,22.0
298,2525,23.0
298,2542,24.0
298,2555,25.0
298,2570,26.0
298,2577,27.0
298,2648,28.0
298,2649,29.0
298,2651,30.0
299,311,1.0
299,312,2.0
299,313,3.0
299,314,4.0
299,345,5.0
299,455,6.0
299,582,7.0
299,673,8.0
299,708,9.0
299,951,10.0
299,975,11.0
299,1072,12.0
299,1084,13.0
299,1264,14.0
299,1418,15.0
299,1655,16.0
299,1757,17.0
299,2252,18.0
299,2313,19.0
299,2334,20.0
299,2405,21.0
299,2488,22.0
299,2525,23.0
299,2542,24.0
299,2555,25.0
299,2570,26.0
299,2577,27.0
299,2648,28.0
299,2649,29.0
299,2651,30.0
300,311,1.0
300,312,2.0
300,313,3.0
300,314,4.0
300,345,5.0
300,455,6.0
300,582,7.0
300,673,8.0
300,708,9.0
300,951,10.0
300,975,11.0
300,1072,12.0
300,1084,13.0
300,1264,14.0
300,1418,15.0
300,1655,16.0
300,1757,17.0
300,2252,18.0
300,2313,19.0
300,2334,20.0
300,2405,21.0
300,2488,22.0
300,2525,23.0
300,2542,24.0
300,2555,25.0
300,2570,26.0
300,2577,27.0
300,2648,28.0
300,2649,29.0
300,2651,30.0
301,311,1.0
301,312,2.0
301,313,3.0
301,314,4.0
301,345,5.0
301,455,6.0
301,582,7.0
301,673,8.0
301,708,9.0
301,951,10.0
301,975,11.0
301,1072,12.0
301,1084,13.0
301,1264,14.0
301,1418,15.0
301,1655,16.0
301,1757,17.0
301,2252,18.0
301,2313,19.0
301,2334,20.0
301,2405,21.0
301,2488,22.0
301,2525,23.0
301,2542,24.0
301,2555,25.0
301,2570,26.0
301,2577,27.0
301,2648,28.0
301,2649,29.0
301,2651,30.0
302,311,1.0
302,312,2.0
302,313,3.0
302,314,4.0
302,345,5.0
302,455,6.0
302,582,7.0
302,673,8.0
302,708,9.0
302,951,10.0
302,975,11.0
302,1072,12.0
302,1084,13.0
302,1264,14.0
302,1418,15.0
302,1655,16.0
302,1757,17.0
302,2252,18.0
302,2313,19.0
302,2334,20.0
302,2405,21.0
302,2488,22.0
302,2525,23.0
302,2542,24.0
302,2555,25.0
302,2570,26.0
302,2577,27.0
302,2648,28.0
302,2649,29.0
302,2651,30.0
303,311,1.0
303,312,2.0
303,313,3.0
303,314,4.0
303,345,5.0
303,455,6.0
303,582,7.0
303,673,8.0
303,708,9.0
303,951,10.0
303,975,11.0
303,1072,12.0
303,1084,13.0
303,1264,14.0
303,1418,15.0
303,1655,16.0
303,1757,17.0
303,2252,18.0
303,2313,19.0
303,2334,20.0
303,2405,21.0
303,2488,22.0
303,2525,23.0
303,2542,24.0
303,2555,25.0
303,2570,26.0
303,2577,27.0
303,2648,28.0
303,2649,29.0
303,2651,30.0
304,311,1.0
304,312,2.0
304,313,3.0
304,314,4.0
304,345,5.0
304,455,6.0
304,582,7.0
304,673,8.0
304,708,9.0
304,951,10.0
304,975,11.0
304,1072,12.0
304,1084,13.0
304,1264,14.0
304,1418,15.0
304,1655,16.0
304,1757,17.0
304,2252,18.0
304,2313,19.0
304,2334,20.0
304,2405,21.0
304,2488,22.0
304,2525,23.0
304,2542,24.0
304,2555,25.0
304,2570,26.0
304,2577,27.0
304,2648,28.0
304,2649,29.0
304,2651,30.0
305,311,1.0
305,312,2.0
305,313,3.0
305,314,4.0
305,345,5.0
305,455,6.0
305,582,7.0
305,673,8.0
305,708,9.0
305,951,10.0
305,975,11.0
305,1072,12.0
305,1084,13.0
305,1264,14.0
305,1418,15.0
305,1655,16.0
305,1757,17.0
305,2252,18.0
305,2313,19.0
305,2334,20.0
305,2405,21.0
305,2488,22.0
305,2525,23.0
305,2542,24.0
305,2555,25.0
305,2570,26.0
305,2577,27.0
305,2648,28.0
305,2649,29.0
305,2651,30.0
306,311,1.0
306,312,2.0
306,313,3.0
306,314,4.0
306,345,5.0
306,455,6.0
306,582,7.0
306,673,8.0
306,708,9.0
306,951,10.0
306,975,11.0
306,1072,12.0
306,1084,13.0
306,1264,14.0
306,1418,15.0
306,1655,16.0
306,1757,17.0
306,2252,18.0
306,2313,19.0
306,2334,20.0
306,2405,21.0
306,2488,22.0
306,2525,23.0
306,2542,24.0
306,2555,25.0
306,2570,26.0
306,2577,27.0
306,2648,28.0
306,2649,29.0
306,2651,30.0
307,311,1.0
307,312,2.0
307,313,3.0
307,314,4.0
307,345,5.0
307,455,6.0
307,582,7.0
307,673,8.0
307,708,9.0
307,951,10.0
307,975,11.0
307,1072,12.0
307,1084,13.0
307,1264,14.0
307,1418,15.0
307,1655,16.0
307,1757,17.0
307,2252,18.0
307,2313,19.0
307,2334,20.0
307,2405,21.0
307,2488,22.0
307,2525,23.0
307,2542,24.0
307,2555,25.0
307,2570,26.0
307,2577,27.0
307,2648,28.0
307,2649,29.0
307,2651,30.0
308,311,1.0
308,312,2.0
308,313,3.0
308,314,4.0
308,345,5.0
308,455,6.0
308,582,7.0
308,673,8.0
308,708,9.0
308,951,10.0
308,975,11.0
308,1072,12.0
308,1084,13.0
308,1264,14.0
308,1418,15.0
308,1655,16.0
308,1757,17.0
308,2252,18.0
308,2313,19.0
308,2334,20.0
308,2405,21.0
308,2488,22.0
308,2525,23.0
308,2542,24.0
308,2555,25.0
308,2570,26.0
308,2577,27.0
308,2648,28.0
308,2649,29.0
308,2651,30.0
309,311,1.0
309,312,2.0
309,313,3.0
309,314,4.0
309,345,5.0
309,455,6.0
309,582,7.0
309,673,8.0
309,708,9.0
309,951,10.0
309,975,11.0
309,1072,12.0
309,1084,13.0
309,1264,14.0
309,1418,15.0
309,1655,16.0
309,1757,17.0
309,2252,18.0
309,2313,19.0
309,2334,20.0
309,2405,21.0
309,2488,22.0
309,2525,23.0
309,2542,24.0
309,2555,25.0
309,2570,26.0
309,2577,27.0
309,2648,28.0
309,2649,29.0
309,2651,30.0
310,311,1.0
310,312,2.0
310,313,3.0
310,314,4.0
310,345,5.0
310,455,6.0
310,582,7.0
310,673,8.0
310,708,9.0
310,951,10.0
310,975,11.0
310,1072,12.0
310,1084,13.0
310,1264,14.0
310,1418,15.0
310,1655,16.0
310,1757,17.0
310,2252,18.0
310,2313,19.0
310,2334,20.0
310,2405,21.0
310,2488,22.0
310,2525,23.0
310,2542,24.0
310,2555,25.0
310,2570,26.0
310,2577,27.0
310,2648,28.0
310,2649,29.0
310,2651,30.0
311,311,1.0
311,312,2.0
311,313,3.0
311,314,4.0
311,345,5.0
311,455,6.0
311,582,7.0
311,673,8.0
311,708,9.0
311,951,10.0
311,975,11.0
311,1072,12.0
311,1084,13.0
311,1264,14.0
311,1418,15.0
311,1655,16.0
311,1757,17.0
311,2252,18.0
311,2313,19.0
311,2334,20.0
311,2405,21.0
311,2488,22.0
311,2525,23.0
311,2542,24.0
311,2555,25.0
311,2570,26.0
311,2577,27.0
311,2648,28.0
311,2649,29.0
311,2651,30.0
312,311,1.0
312,312,2.0
312,313,3.0
312,314,4.0
312,345,5.0
312,455,6.0
312,582,7.0
312,673,8.0
312,708,9.0
312,951,10.0
312,975,11.0
312,1072,12.0
312,1084,13.0
312,1264,14.0
312,1418,15.0
312,1655,16.0
312,1757,17.0
312,2252,18.0
312,2313,19.0
312,2334,20.0
312,2405,21.0
312,2488,22.0
312,2525,23.0
312,2542,24.0
312,2555,25.0
312,2570,26.0
312,2577,27.0
312,2648,28.0
312,2649,29.0
312,2651,30.0
313,311,1.0
313,312,2.0
313,313,3.0
313,314,4.0
313,345,5.0
313,455,6.0
313,582,7.0
313,673,8.0
313,708,9.0
313,951,10.0
313,975,11.0
313,1072,12.0
313,1084,13.0
313,1264,14.0
313,1418,15.0
313,1655,16.0
313,1757,17.0
313,2252,18.0
313,2313,19.0
313,2334,20.0
313,2405,21.0
313,2488,22.0
313,2525,23.0
313,2542,24.0
313,2555,25.0
313,2570,26.0
313,2577,27.0
313,2648,28.0
313,2649,29.0
313,2651,30.0
314,311,1.0
314,312,2.0
314,313,3.0
314,314,4.0
314,345,5.0
314,455,6.0
314,582,7.0
314,673,8.0
314,708,9.0
314,951,10.0
314,975,11.0
314,1072,12.0
314,1084,13.0
314,1264,14.0
314,1418,15.0
314,1655,16.0
314,1757,17.0
314,2252,18.0
314,2313,19.0
314,2334,20.0
314,2405,21.0
314,2488,22.0
314,2525,23.0
314,2542,24.0
314,2555,25.0
314,2570,26.0
314,2577,27.0
314,2648,28.0
314,2649,29.0
314,2651,30.0
315,311,1.0
315,312,2.0
315,313,3.0
315,314,4.0
315,345,5.0
315,455,6.0
315,582,7.0
315,673,8.0
315,708,9.0
315,951,10.0
315,975,11.0
315,1072,12.0
315,1084,13.0
315,1264,14.0
315,1418,15.0
315,1655,16.0
315,1757,17.0
315,2252,18.0
315,2313,19.0
315,2334,20.0
315,2405,21.0
315,2488,22.0
315,2525,23.0
315,2542,24.0
315,2555,25.0
315,2570,26.0
315,2577,27.0
315,2648,28.0
315,2649,29.0
315,2651,30.0
316,311,1.0
316,312,2.0
316,313,3.0
316,314,4.0
316,345,5.0
316,455,6.0
316,582,7.0
316,673,8.0
316,708,9.0
316,951,10.0
316,975,11.0
316,1072,12.0
316,1084,13.0
316,1264,14.0
316,1418,15.0
316,1655,16.0
316,1757,17.0
316,2252,18.0
316,2313,19.0
316,2334,20.0
316,2405,21.0
316,2488,22.0
316,2525,23.0
316,2542,24.0
316,2555,25.0
316,2570,26.0
316,2577,27.0
316,2648,28.0
316,2649,29.0
316,2651,30.0
317,11757,1.0
317,311,2.0
317,312,3.0
317,313,4.0
317,314,5.0
317,345,6.0
317,455,7.0
317,582,8.0
317,673,9.0
317,708,10.0
317,951,11.0
317,975,12.0
317,1072,13.0
317,1084,14.0
317,1264,15.0
317,1418,16.0
317,1655,17.0
317,1757,18.0
317,2252,19.0
317,2313,20.0
317,2334,21.0
317,2405,22.0
317,2488,23.0
317,2525,24.0
317,2542,25.0
317,2555,26.0
317,2570,27.0
317,2577,28.0
317,2648,29.0
317,2649,30.0
318,311,1.0
318,312,2.0
318,313,3.0
318,314,4.0
318,345,5.0
318,455,6.0
318,582,7.0
318,673,8.0
318,708,9.0
318,951,10.0
318,975,11.0
318,1072,12.0
318,1084,13.0
318,1264,14.0
318,1418,15.0
318,1655,16.0
318,1757,17.0
318,2252,18.0
318,2313,19.0
318,2334,20.0
318,2405,21.0
318,2488,22.0
318,2525,23.0
318,2542,24.0
318,2555,25.0
318,2570,26.0
318,2577,27.0
318,2648,28.0
318,2649,29.0
318,2651,30.0
319,311,1.0
319,312,2.0
319,313,3.0
319,314,4.0
319,345,5.0
319,455,6.0
319,582,7.0
319,673,8.0
319,708,9.0
319,951,10.0
319,975,11.0
319,1072,12.0
319,1084,13.0
319,1264,14.0
319,1418,15.0
319,1655,16.0
319,1757,17.0
319,2252,18.0
319,2313,19.0
319,2334,20.0
319,2405,21.0
319,2488,22.0
319,2525,23.0
319,2542,24.0
319,2555,25.0
319,2570,26.0
319,2577,27.0
319,2648,28.0
319,2649,29.0
319,2651,30.0
320,311,1.0
320,312,2.0
320,313,3.0
320,314,4.0
320,345,5.0
320,455,6.0
320,582,7.0
320,673,8.0
320,708,9.0
320,951,10.0
320,975,11.0
320,1072,12.0
320,1084,13.0
320,1264,14.0
320,1418,15.0
320,1655,16.0
320,1757,17.0
320,2252,18.0
320,2313,19.0
320,2334,20.0
320,2405,21.0
320,2488,22.0
320,2525,23.0
320,2542,24.0
320,2555,25.0
320,2570,26.0
320,2577,27.0
320,2648,28.0
320,2649,29.0
320,2651,30.0
321,311,1.0
321,312,2.0
321,313,3.0
321,314,4.0
321,345,5.0
321,455,6.0
321,582,7.0
321,673,8.0
321,708,9.0
321,951,10.0
321,975,11.0
321,1072,12.0
321,1084,13.0
321,1264,14.0
321,1418,15.0
321,1655,16.0
321,1757,17.0
321,2252,18.0
321,2313,19.0
321,2334,20.0
321,2405,21.0
321,2488,22.0
321,2525,23.0
321,2542,24.0
321,2555,25.0
321,2570,26.0
321,2577,27.0
321,2648,28.0
321,2649,29.0
321,2651,30.0
322,311,1.0
322,312,2.0
322,313,3.0
322,314,4.0
322,345,5.0
322,455,6.0
322,582,7.0
322,673,8.0
322,708,9.0
322,951,10.0
322,975,11.0
322,1072,12.0
322,1084,13.0
322,1264,14.0
322,1418,15.0
322,1655,16.0
322,1757,17.0
322,2252,18.0
322,2313,19.0
322,2334,20.0
322,2405,21.0
322,2488,22.0
322,2525,23.0
322,2542,24.0
322,2555,25.0
322,2570,26.0
322,2577,27.0
322,2648,28.0
322,2649,29.0
322,2651,30.0
323,311,1.0
323,312,2.0
323,313,3.0
323,314,4.0
323,345,5.0
323,455,6.0
323,582,7.0
323,673,8.0
323,708,9.0
323,951,10.0
323,975,11.0
323,1072,12.0
323,1084,13.0
323,1264,14.0
323,1418,15.0
323,1655,16.0
323,1757,17.0
323,2252,18.0
323,2313,19.0
323,2334,20.0
323,2405,21.0
323,2488,22.0
323,2525,23.0
323,2542,24.0
323,2555,25.0
323,2570,26.0
323,2577,27.0
323,2648,28.0
323,2649,29.0
323,2651,30.0
324,311,1.0
324,312,2.0
324,313,3.0
324,314,4.0
324,345,5.0
324,455,6.0
324,582,7.0
324,673,8.0
324,708,9.0
324,951,10.0
324,975,11.0
324,1072,12.0
324,1084,13.0
324,1264,14.0
324,1418,15.0
324,1655,16.0
324,1757,17.0
324,2252,18.0
324,2313,19.0
324,2334,20.0
324,2405,21.0
324,2488,22.0
324,2525,23.0
324,2542,24.0
324,2555,25.0
324,2570,26.0
324,2577,27.0
324,2648,28.0
324,2649,29.0
324,2651,30.0
325,311,1.0
325,312,2.0
325,313,3.0
325,314,4.0
325,345,5.0
325,455,6.0
325,582,7.0
325,673,8.0
325,708,9.0
325,951,10.0
325,975,11.0
325,1072,12.0
325,1084,13.0
325,1264,14.0
325,1418,15.0
325,1655,16.0
325,1757,17.0
325,2252,18.0
325,2313,19.0
325,2334,20.0
325,2405,21.0
325,2488,22.0
325,2525,23.0
325,2542,24.0
325,2555,25.0
325,2570,26.0
325,2577,27.0
325,2648,28.0
325,2649,29.0
325,2651,30.0
326,311,1.0
326,312,2.0
326,313,3.0
326,314,4.0
326,345,5.0
326,455,6.0
326,582,7.0
326,673,8.0
326,708,9.0
326,951,10.0
326,975,11.0
326,1072,12.0
326,1084,13.0
326,1264,14.0
326,1418,15.0
326,1575,16.0
326,1655,17.0
326,1757,18.0
326,2252,19.0
326,2313,20.0
326,2334,21.0
326,2405,22.0
326,2488,23.0
326,2525,24.0
326,2542,25.0
326,2555,26.0
326,2570,27.0
326,2577,28.0
326,2648,29.0
326,2649,30.0
327,311,1.0
327,312,2.0
327,313,3.0
327,314,4.0
327,345,5.0
327,455,6.0
327,582,7.0
327,673,8.0
327,708,9.0
327,951,10.0
327,975,11.0
327,1072,12.0
327,1084,13.0
327,1264,14.0
327,1418,15.0
327,1655,16.0
327,1757,17.0
327,2252,18.0
327,2313,19.0
327,2334,20.0
327,2405,21.0
327,2488,22.0
327,2525,23.0
327,2542,24.0
327,2555,25.0
327,2570,26.0
327,2577,27.0
327,2648,28.0
327,2649,29.0
327,2651,30.0
328,311,1.0
328,312,2.0
328,313,3.0
328,314,4.0
328,345,5.0
328,455,6.0
328,582,7.0
328,673,8.0
328,708,9.0
328,951,10.0
328,975,11.0
328,1072,12.0
328,1084,13.0
328,1264,14.0
328,1418,15.0
328,1655,16.0
328,1757,17.0
328,2252,18.0
328,2313,19.0
328,2334,20.0
328,2405,21.0
328,2488,22.0
328,2525,23.0
328,2542,24.0
328,2555,25.0
328,2570,26.0
328,2577,27.0
328,2648,28.0
328,2649,29.0
328,2651,30.0
329,311,1.0
329,312,2.0
329,313,3.0
329,314,4.0
329,345,5.0
329,455,6.0
329,582,7.0
329,673,8.0
329,708,9.0
329,951,10.0
329,975,11.0
329,1072,12.0
329,1084,13.0
329,1264,14.0
329,1418,15.0
329,1655,16.0
329,1757,17.0
329,2252,18.0
329,2313,19.0
329,2334,20.0
329,2405,21.0
329,2488,22.0
329,2525,23.0
329,2542,24.0
329,2555,25.0
329,2570,26.0
329,2577,27.0
329,2648,28.0
329,2649,29.0
329,2651,30.0
330,311,1.0
330,312,2.0
330,313,3.0
330,314,4.0
330,345,5.0
330,455,6.0
330,582,7.0
330,673,8.0
330,708,9.0
330,951,10.0
330,975,11.0
330,1072,12.0
330,1084,13.0
330,1264,14.0
330,1418,15.0
330,1655,16.0
330,1757,17.0
330,2252,18.0
330,2313,19.0
330,2334,20.0
330,2405,21.0
330,2488,22.0
330,2525,23.0
330,2542,24.0
330,2555,25.0
330,2570,26.0
330,2577,27.0
330,2648,28.0
330,2649,29.0
330,2651,30.0
331,311,1.0
331,312,2.0
331,313,3.0
331,314,4.0
331,345,5.0
331,455,6.0
331,582,7.0
331,673,8.0
331,708,9.0
331,951,10.0
331,975,11.0
331,1072,12.0
331,1084,13.0
331,1264,14.0
331,1418,15.0
331,1655,16.0
331,1757,17.0
331,2252,18.0
331,2313,19.0
331,2334,20.0
331,2405,21.0
331,2488,22.0
331,2525,23.0
331,2542,24.0
331,2555,25.0
331,2570,26.0
331,2577,27.0
331,2648,28.0
331,2649,29.0
331,2651,30.0
332,311,1.0
332,312,2.0
332,313,3.0
332,314,4.0
332,345,5.0
332,455,6.0
332,582,7.0
332,673,8.0
332,708,9.0
332,951,10.0
332,975,11.0
332,1072,12.0
332,1084,13.0
332,1264,14.0
332,1418,15.0
332,1655,16.0
332,1757,17.0
332,2252,18.0
332,2313,19.0
332,2334,20.0
332,2405,21.0
332,2488,22.0
332,2525,23.0
332,2542,24.0
332,2555,25.0
332,2570,26.0
332,2577,27.0
332,2648,28.0
332,2649,29.0
332,2651,30.0
333,311,1.0
333,312,2.0
333,313,3.0
333,314,4.0
333,345,5.0
333,455,6.0
333,582,7.0
333,673,8.0
333,708,9.0
333,951,10.0
333,975,11.0
333,1072,12.0
333,1084,13.0
333,1264,14.0
333,1418,15.0
333,1655,16.0
333,1757,17.0
333,2252,18.0
333,2313,19.0
333,2334,20.0
333,2405,21.0
333,2488,22.0
333,2525,23.0
333,2542,24.0
333,2555,25.0
333,2570,26.0
333,2577,27.0
333,2648,28.0
333,2649,29.0
333,2651,30.0
334,311,1.0
334,312,2.0
334,313,3.0
334,314,4.0
334,345,5.0
334,455,6.0
334,582,7.0
334,673,8.0
334,708,9.0
334,951,10.0
334,975,11.0
334,1072,12.0
334,1084,13.0
334,1264,14.0
334,1418,15.0
334,1655,16.0
334,1757,17.0
334,2252,18.0
334,2313,19.0
334,2334,20.0
334,2405,21.0
334,2488,22.0
334,2525,23.0
334,2542,24.0
334,2555,25.0
334,2570,26.0
334,2577,27.0
334,2648,28.0
334,2649,29.0
334,2651,30.0
335,311,1.0
335,312,2.0
335,313,3.0
335,314,4.0
335,345,5.0
335,455,6.0
335,582,7.0
335,673,8.0
335,708,9.0
335,951,10.0
335,975,11.0
335,1072,12.0
335,1084,13.0
335,1264,14.0
335,1418,15.0
335,1655,16.0
335,1757,17.0
335,2252,18.0
335,2313,19.0
335,2334,20.0
335,2405,21.0
335,2488,22.0
335,2525,23.0
335,2542,24.0
335,2555,25.0
335,2570,26.0
335,2577,27.0
335,2648,28.0
335,2649,29.0
335,2651,30.0
336,311,1.0
336,312,2.0
336,313,3.0
336,314,4.0
336,345,5.0
336,455,6.0
336,582,7.0
336,673,8.0
336,708,9.0
336,951,10.0
336,975,11.0
336,1072,12.0
336,1084,13.0
336,1264,14.0
336,1418,15.0
336,1655,16.0
336,1757,17.0
336,2252,18.0
336,2313,19.0
336,2334,20.0
336,2405,21.0
336,2488,22.0
336,2525,23.0
336,2542,24.0
336,2555,25.0
336,2570,26.0
336,2577,27.0
336,2648,28.0
336,2649,29.0
336,2651,30.0
337,311,1.0
337,312,2.0
337,313,3.0
337,314,4.0
337,345,5.0
337,455,6.0
337,582,7.0
337,673,8.0
337,708,9.0
337,951,10.0
337,975,11.0
337,1072,12.0
337,1084,13.0
337,1264,14.0
337,1418,15.0
337,1655,16.0
337,1757,17.0
337,2252,18.0
337,2313,19.0
337,2334,20.0
337,2405,21.0
337,2488,22.0
337,2525,23.0
337,2542,24.0
337,2555,25.0
337,2570,26.0
337,2577,27.0
337,2648,28.0
337,2649,29.0
337,2651,30.0
338,311,1.0
338,312,2.0
338,313,3.0
338,314,4.0
338,345,5.0
338,455,6.0
338,582,7.0
338,673,8.0
338,708,9.0
338,951,10.0
338,975,11.0
338,1072,12.0
338,1084,13.0
338,1264,14.0
338,1418,15.0
338,1655,16.0
338,1757,17.0
338,2252,18.0
338,2313,19.0
338,2334,20.0
338,2405,21.0
338,2488,22.0
338,2525,23.0
338,2542,24.0
338,2555,25.0
338,2570,26.0
338,2577,27.0
338,2648,28.0
338,2649,29.0
338,2651,30.0
339,311,1.0
339,312,2.0
339,313,3.0
339,314,4.0
339,345,5.0
339,455,6.0
339,582,7.0
339,673,8.0
339,708,9.0
339,951,10.0
339,975,11.0
339,1072,12.0
339,1084,13.0
339,1264,14.0
339,1418,15.0
339,1655,16.0
339,1757,17.0
339,2252,18.0
339,2313,19.0
339,2334,20.0
339,2405,21.0
339,2488,22.0
339,2525,23.0
339,2542,24.0
339,2555,25.0
339,2570,26.0
339,2577,27.0
339,2648,28.0
339,2649,29.0
339,2651,30.0
340,311,1.0
340,312,2.0
340,313,3.0
340,314,4.0
340,345,5.0
340,455,6.0
340,582,7.0
340,673,8.0
340,708,9.0
340,951,10.0
340,975,11.0
340,1072,12.0
340,1084,13.0
340,1264,14.0
340,1418,15.0
340,1655,16.0
340,1757,17.0
340,2252,18.0
340,2313,19.0
340,2334,20.0
340,2405,21.0
340,2488,22.0
340,2525,23.0
340,2542,24.0
340,2555,25.0
340,2570,26.0
340,2577,27.0
340,2648,28.0
340,2649,29.0
340,2651,30.0
341,311,1.0
341,312,2.0
341,313,3.0
341,314,4.0
341,345,5.0
341,455,6.0
341,582,7.0
341,673,8.0
341,708,9.0
341,951,10.0
341,975,11.0
341,1072,12.0
341,1084,13.0
341,1264,14.0
341,1418,15.0
341,1655,16.0
341,1757,17.0
341,2252,18.0
341,2313,19.0
341,2334,20.0
341,2405,21.0
341,2488,22.0
341,2525,23.0
341,2542,24.0
341,2555,25.0
341,2570,26.0
341,2577,27.0
341,2648,28.0
341,2649,29.0
341,2651,30.0
342,2167,1.0
342,4181,2.0
342,6351,3.0
342,7593,4.0
342,9367,5.0
342,11617,6.0
342,311,7.0
342,312,8.0
