id,anime_name,rating,media_id
5118,Suzumiya Haruhi-chan no Yuuutsu,7.63,3
33091,Planetarian: Chiisana Hoshi no Yume,7.61,3
28607,Hetalia: The World Twinkle,7.58,3
28149,Nihon Animator Mihonichi,7.56,3
31499,Huyao Xiao Hongniang,7.48,3
10464,Seitokai no Ichizon Lv.2,7.48,3
33969,Shuangsheng Lingtan,7.45,3
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,7.45,3
10711,Plastic Neesan,7.41,3
10448,Rain Town,7.38,3
20359,Yamada-kun to 7-nin no Majo,7.37,3
21073,Puchimas!!: Petit Petit iDOLM@STER,7.35,3
32323,Aishen Qiaokeli-ing...,7.33,3
1205,Aru Tabibito no Nikki,7.33,3
1299,Flag,7.33,3
15687,Chuunibyou demo Koi ga Shitai! Lite,7.32,3
16774,Inferno Cop,7.32,3
32543,Lu Shidai 2nd Season,7.31,3
20505,Kimi to Boku,7.3,3
34178,Inazuma Eleven: Outer Code,7.28,3
28215,Saint Seiya: Soul of Gold,7.28,3
10842,Fullmetal Alchemist: The Sacred Star of Milos 5s,7.27,3
15649,Puchimas!: Petit iDOLM@STER,7.26,3
15359,Kyousou Giga (2012),7.25,3
30014,Momokuri,7.25,3
1215,Mobile Suit Gundam Seed C.E.73: Stargazer,7.23,3
1576,Bakumatsu Kikansetsu Irohanihoheto,7.22,3
6280,Cat Shit One,7.22,3
21797,Chuunibyou demo Koi ga Shitai! Ren Lite,7.22,3
33080,Brotherhood: Final Fantasy XV,7.18,3
6867,Halo Legends,7.18,3
34514,Pokemon Generations,7.21,3
23285,Poulette no Isu,7.16,3
30925,Gatchaman Crowds Insight: Inbound,7.11,3
31233,Lu Shidai,7.11,3
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,7.08,3
31105,Buddy Complex: Daremo Shiranai Ashita e,7.07,3
30514,Nisekoimonogatari,7.04,3
10431,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru &quot;LIPS Eizou&quot;,7.03,3
28431,Pokemon Omega Ruby &amp; Alpha Sapphire: Mega 5 Animation,7.04,3
3456,Candy笘㎝oy: Side Story For Archive,7.02,3
24169,Detective C3n: The Fugitive Kogorou Mouri,7.02,3
33546,Monster Strike: Mermaid Rhapsody,7,3
10893,Kyousou Giga,6.98,3
25045,Barakamon: Mijikamon,6.97,3
6890,Ontama!,6.97,3
21065,Yakusoku (3),6.97,3
14751,Bishoujo Senshi Sailor Moon Crystal,6.96,3
21333,Kazoku no Hanashi,6.92,3
23405,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,6.91,3
29087,Wangpai Yushi,6.9,3
30412,Shi Xiong,6.87,3
4136,Penguin Musume笙･Heart,6.85,3
15005,Kyou no Asuka Show,6.84,3
10532,Working&#039;!! Announcement 5s,6.84,3
4069,Pucca,6.83,3
7229,Black Jack 3,6.82,3
32946,Gyakuten Saiban 6 Prologue,6.81,3
1593,Azumanga Web Daioh,6.81,3
8187,Fumiko no Kokuhaku,6.81,3
27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,6.8,3
25241,Akame ga Kill! Theater,6.78,3
32287,Kanamewo,6.79,3
23439,Toki wa Meguru: Tokyo Station,6.78,3
27911,Anime de Wakaru Shinryounaika,6.76,3
7805,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,6.76,3
16718,SKET Dance: SD Character Flash Anime,6.76,3
23499,Gakumon!: Ookami Shoujo wa Kujikenai,6.75,3
29089,Yaoguai Mingdan,6.72,3
11103,Busou Shinki Moon Angel,6.68,3
5957,Nyoro-n Churuya-san,6.68,3
10118,Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi,6.67,3
30757,Monster Strike,6.66,3
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,6.66,3
33309,Jie Mo Ren,6.65,3
21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.64,3
5583,Sonic: Night of the WereHog,6.63,3
12317,Upotte!!,6.63,3
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. 5s,6.62,3
32728,Sensou no Tsukurikata,6.62,3
2210,Tooi Sekai,6.62,3
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",6.6,3
5165,Macross 25th Anniversary: All That VF Macross F Version,6.6,3
13251,Shin Hikari Shinwa: Palutena no Kagami,6.6,3
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,6.6,3
5164,Macross 25th Anniversary: All That VF Macross Zero Version,6.59,3
17637,Miyakawa-ke no Kuufuku,6.59,3
31121,Monster Musume no Iru Nichijou: Hobo Mainichi 笳ｯ笳ｯ! Namappoi Douga,6.59,3
34475,Monster Strike: Rain of Memories,6.58,3
34213,Getsuyoubi no Tawawa,6.56,3
23605,Ninja Slayer From Animation,6.56,3
3535,Neko Ramen,6.55,3
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,6.55,3
2277,Mahou Yuugi 2D,6.53,3
16331,Next A-Class,6.53,3
28205,Fastening Days,6.52,3
32412,Kigyou Senshi Arslan,6.51,3
16690,My Life,6.52,3
22113,Kyoukaisenjou no Horizon 5s,6.51,3
34239,Mutsugo to Ouma no Monogatari,6.47,3
33934,Trigger-chan,6.51,3
4418,Catman Series II,6.49,3
1734,Ajimu: Kaigan Monogatari,6.48,3
20965,Wonder Garden,6.48,3
825,King of Fighters: Another Day,6.47,3
8743,Memory (3),6.47,3
30842,Nekota no Koto ga Kininatte Shikatanai. (3),6.46,3
28673,Duan Nao,6.42,3
33205,StarFox Zero: The Battle Begins,6.44,3
13563,The Four Seasons,6.42,3
14077,Blood-C: None-None Gekijou,6.41,3
33192,Robot Town Sagami 2028,6.41,3
21077,Kakumeiki Valvrave Recaps,6.39,3
7505,Knyacki!,6.38,3
23341,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,6.38,3
8533,Hana no Kage,6.37,3
18413,Puchitto Gargantia,6.36,3
25839,Bonjour笙ｪKoiaji Pﾃ｢tisserie,6.35,3
7230,Hoshi ni Negai wo: Cold Body + Warm Heart,6.35,3
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,6.34,3
24713,Miss Monochrome: The Animation - Soccer-hen,6.34,3
30912,Robot Girls Z Episode 0,6.34,3
12411,UN-GO: Inga Nikki,6.34,3
12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,6.33,3
17295,Cosmic Break,6.32,3
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,6.32,3
18449,Mobile Suit Gundam Battlefield Record: Avant-Title,6.32,3
28381,Monster High: Kowa-ike Girls,6.32,3
6992,Hoshi ni Negai wo: Fantastic Cat,6.31,3
7705,Starry笘㎲ky,6.31,3
1828,Catblue: Dynamite,6.3,3
29035,Robot Girls Z Plus,6.3,3
15979,Eureka Seven AO: Aratanari Fukaki Ao,6.29,3
4419,Catman,6.28,3
3962,Chocolate Underground,6.28,3
32932,Choujuu Giga,6.28,3
33808,Girlfriend (Note),6.28,3
14519,Neko Ramen: Ore no Shouyu Aji,6.28,3
33045,Dream Festival!,6.27,3
24127,Hashi no Mukou,6.25,3
32548,Imawa no Kuni no Alice,6.25,3
4187,Megumi,6.25,3
7770,Yutori-chan,6.25,3
9846,Attraction,6.24,3
9423,Koko ni Iru,6.24,3
32959,Mirai no Watashi,6.24,3
756,School Days 3,6.24,3
30916,The Five Killers,6.24,3
10354,Kakomareta Sekai,6.22,3
17237,Peeping Life: World History,6.21,3
1055,Blame!,6.2,3
9911,Houkago no Pleiades,6.2,3
31402,Soul Worker: Your Destiny Awaits,6.2,3
33522,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen,6.2,3
29975,Gunslinger Stratos,6.19,3
17887,Ichirin-sha,6.19,3
21587,Mou Hitotsu no Mirai wo.,6.19,3
20355,Zeonic Toyota 5 1,6.19,3
29876,Chu Feng: B.E.E,6.17,3
18953,Hitotsubu ni Kawaranu Ai wo Komete,6.17,3
5085,Nakedyouth,6.17,3
32248,Masamune Datenicle,6.16,3
33281,Mori no Andou,6.17,3
10766,Detective C3n vs. Wooo,6.15,3
33734,Samurai Noodles: The Originator,6.15,3
10736,Precure kara Minna e no Ouen 1,6.14,3
19581,Houseki no Kuni,6.13,3
12755,Mahoutsukai Jiji,6.13,3
29823,Channel 5.5 3rd Season,6.12,3
23621,"Sagashita no wa Oheya, Mitsuketa no wa Mirai",6.12,3
14537,Cinnamon no Parade,6.1,3
31865,Kare Baka: Wagahai no Kare wa Baka de R,6.1,3
4460,Kikumana,6.1,3
31072,Show By Rock!!: Legend of Shingan Crimsonz,6.1,3
25049,Sushi Ninja,6.1,3
31064,Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue,6.08,3
23903,Tuzki: Love Assassin,6.08,3
25875,"Wake Up, Girl Zoo!",6.07,3
31362,Osiris no Tenbin,6.06,3
31846,Puzzle &amp; Dragons CM,6.06,3
19133,Turning Girls,6.06,3
8176,Teinenpi Shoujo Haiji,6.05,3
12157,Busou Chuugakusei: Basket Army,6.04,3
4130,Petit Eva: Evangelion@School,6.03,3
17397,Cyclops Shoujo Saipuu,6.02,3
32695,Match Shoujo,6.02,3
22983,Hipira-kun 3,6.01,3
16636,Kotoura-san: Haruka no Heya,6.01,3
8706,SOS 6 Walpurgis Night Fever,6.01,3
8333,Kodomo no Keijijougaku,6,3
21641,Planet:Valkyrie,6,3
1220,Hoshizora Kiseki,5.99,3
8936,Melody,5.99,3
28665,Nenga no Kizuna,5.99,3
33508,Si Ling Bianma: Zhi Shijie Caozong Zhe,5.99,3
7466,Hashire!,5.98,3
9205,Kaichuu!,5.98,3
12237,Koi-ken!: Watashitachi Anime ni Nacchatta!,5.98,3
10519,Mahou Shoujo Sonico笘⑭agica,5.98,3
4660,Yoshino no Hime,5.98,3
1223,Ame to Shoujo to Watashi no Tegami,5.97,3
6721,Dark Side Cat,5.96,3
33905,Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,5.97,3
5260,Pankunchi,5.95,3
5842,Kotatsu Neko (3),5.94,3
32954,Flying Witch Petit,5.93,3
23837,Meisou! Underworld,5.93,3
13255,Haru wa Kuru,5.92,3
32735,Pers3 3 the 1 Meets 窶弩alkman窶,5.91,3
30358,Turnover,5.92,3
8631,YanYan Machiko,5.92,3
30080,Inishie no Megami to Houseki no Ite,5.9,3
27503,Karen Senki,5.9,3
20705,Baka Misﾃｩrables,5.89,3
574,Rean no Tsubasa,5.89,3
33366,Toukiden 2,5.89,3
8526,Honey Tokyo,5.88,3
12907,Sekiei Ayakashi Mangatan,5.87,3
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,5.86,3
21775,Yugami-kun ni wa Tomodachi ga Inai,5.86,3
31073,Show By Rock!!: Plasmagica na Gogo,5.85,3
31467,Grendizer Giga,5.84,3
33213,Onizushi,5.84,3
13041,Battle Break,5.83,3
33549,Mame-Mofu Collab Animation,5.83,3
13427,PES: Peace Eco Smile,5.82,3
16936,Boku no Imouto wa &quot;Osaka Okan&quot;: Haishin Gentei Osaka Okan.,5.81,3
31377,Kataribe Shoujo Honoka,5.81,3
19469,Saiki Kusuo no ﾎｨ-nan,5.81,3
31966,Sword Gai,5.8,3
25873,Toukiden Kiwami,5.79,3
30463,Kyoufu Shinbun (2014),5.78,3
11661,Robo to Shoujo (Kari),5.78,3
33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,5.99,3
32191,Okitegami Kyouko no Bibouroku x Monogatari,5.77,3
11789,Wish Me Mell,5.77,3
29822,Channel 5.5 2nd Season,5.76,3
4939,Macross Fufonfia,5.76,3
21591,Wasure-boshi,5.75,3
23835,Moonrakers,5.73,3
31618,Kanojo ga Kanji wo Suki na Riyuu.,5.71,3
20869,Nulu-chan to Boku,5.7,3
24437,World Fool News,5.7,3
19925,KY Kei JC Kuukichan,5.69,3
32737,009 Re:Cyborg x Zip,5.68,3
25991,Bishoujo Mobage: Mobami-chan,5.68,3
19337,Momoya x Peeping Life: Go en Desu yo!,5.68,3
5193,Shinjuku Shin-chan Patrol: Warui Ot3 ni Ki wo Tsukete,5.68,3
25293,Futago no Mahoutsukai Lico to Gli,5.66,3
10258,Gokicha!!,5.66,3
7721,Meat or Die,5.66,3
30766,Homﾃｩ-Pato the 1,5.65,3
9662,Timing,5.65,3
17697,Neon The Animation,5.63,3
30324,Obake no Dokurou,5.63,3
7504,Bologee Story,5.62,3
8701,Apartment!,5.61,3
10801,Copihan,5.61,3
22205,Be Blues! Ao ni Nare,5.6,3
20581,Nekketsu Tantei Jimusho,5.59,3
31807,Sugio: Mori de Koi wo Shite,5.59,3
7511,Worku,5.59,3
21471,Mirai Koushi Harima SACLA,5.58,3
24719,Shinrabanshou: Tenchi Shinmei no Shou,5.58,3
24237,Surprise 4 U.,5.57,3
27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,5.56,3
13519,Organic,5.56,3
6491,Scandal,5.56,3
10979,48x61,5.55,3
8682,Television,5.55,3
31624,Tomato ni Natta Otokonoko,5.54,3
33692,Shigeo wa Handsome,5.53,3
7423,The Tales of Rien Village #1: &quot;Toilet ni Ittokiya&quot;,5.5,3
21107,Buddy Spirits,5.49,3
17843,Inferno Cop: Fact Files,5.48,3
13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,5.48,3
1725,Keitai Shoujo,5.46,3
28717,Luigi&#039;s Toy Adventure,5.46,3
25393,Master of Torque 2,5.45,3
7569,Idol Ace,5.44,3
6318,Kigurumikku V3,5.44,3
31309,Balloon,5.42,3
21607,Picotopia,5.42,3
10954,Toei Robot Girls,5.42,3
32289,Anison Nippon,5.4,3
34324,Chiryokumaru,5.4,3
14743,Nara Shika Monogatari,5.4,3
31102,Taiko no Tatsujin: 15 Shuunenkinen Short Animation,5.4,3
25377,TOTO Green Challenge,5.4,3
21875,Chou Akuukan Bouheki Cheese Napolitan,5.39,3
33693,Meitantei Gordon,5.43,3
12865,Ai wa KAT-TUN,5.38,3
16389,Komachi to Dangorou,5.38,3
15389,Kremlin,5.38,3
11729,Space Neko Theater,5.38,3
30105,Fukashigi no Kazoekata,5.37,3
31108,Green Dakara x Bakemono no Ko,5.38,3
31512,Love &amp; Gift,5.37,3
8935,Nekketsu Uchuujin,5.37,3
32377,Azure Nihon Data Center,5.33,3
33512,Animegatari x Ghost in the Shell Collab Eizou,5.33,3
24443,Peeping Life: Shinkon-chan Kansai ni Irasshai,5.33,3
33493,Promised Town,5.28,3
29173,Tensai Banpaku Opening,5.28,3
11679,Chainsaw Maid,5.27,3
32291,Kakegae no,5.27,3
8958,Potecco Babies,5.26,3
2967,Saishuu Shiken Kujira,5.26,3
32384,The New A-Class.: Next Stage with YOU,5.24,3
23401,Tobacco wa Dasai,5.26,3
23387,Master of Torque,5.25,3
33871,Estima: Sense of Wonder,5.24,3
9689,Agukaru,5.21,3
29731,Beppu x Peeping Life,5.21,3
24807,Kawaii Cook-san,5.21,3
5322,Mugen Kouro,5.21,3
32296,Present Made no Michinori,5.19,3
18841,PES: Peace Eco Smile - Drive your Heart,5.16,3
14235,Salad Land,5.17,3
5880,Oshiruko,5.16,3
10859,Sorette笙｡Dakara ne!,5.15,3
3960,Armored Core: Fort Tower Song,5.13,3
18047,Seiyuu Deka,5.12,3
32739,JRA Hokan Keikaku,5.1,3
21335,Double Circle,5.08,3
8957,Susume! Gachimuchi Sankyoudai,5.07,3
8968,Shogi Hour,5.06,3
4266,Vie Durant,5.05,3
32293,Kerorinpasu,5.02,3
32295,Ai Sky Tree 21,5,3
24847,Ichigeki Sacchuu!! Hoihoi-san: Legacy,5,3
5602,Navia Dratp,4.96,3
33119,Tokyogurashi!,4.97,3
33042,Zonmi-chan: Halloween笘㎲pecial 1!,4.94,3
13541,Rui no Masaiban,4.89,3
20955,Peeping Life: YouTuber-kun,4.87,3
1102,Urda,4.87,3
32298,Nakanaori,4.85,3
32288,Jingle,4.8,3
33276,Konnichiwa 3ra Gorou,4.76,3
13359,PistStar,4.74,3
16692,Jigoku Youchien,4.73,3
13793,Fashion no Hajimari,4.7,3
8486,Kihei Senki Legacies,4.7,3
11691,Bloody Date,4.66,3
8925,Kobe to Watashi,4.62,3
31471,MILPOM笘,4.62,3
32467,Under the Dog: Anthea-chan,4.62,3
2475,6 Angels,4.59,3
29971,Landmark,4.56,3
33282,Arakure Junichi no Namida,4.55,3
13543,Nantokashite Alguard,4.55,3
11687,Pussycat,4.49,3
29973,Aya Hito Shiki to Iu na no Ishi Hata,4.38,3
31685,Okaasan ni Naisho,4.38,3
11869,Bloody Night,4.26,3
20811,Maid of the Dead,4.26,3
31687,笳ｯ,4.22,3
29954,Embah,4.17,3
31689,Requiem (3),4.11,3
29978,1,4,3
22377,Wonder Momo,3.9,3
29979,Petting a Dog,3.88,3
31686,Shigeru,3.86,3
16606,C.L.A.Y.,3.84,3
29995,The Embryo Develops into a Fetus,3.76,3
7617,The Wash Bird of the Wash Island,3.75,3
16602,Dead Girl Trailer,3.74,3
8689,Born by Myself,3.73,3
16604,Pinky,3.71,3
11689,CCW: Crazy Clay Wrestling,3.68,3
11915,Within the Bloody Woods,3.65,3
16610,No Littering,3.62,3
32294,Ai (3),3.6,3
11883,Nendo no Tatakai 2,3.46,3
11897,Nendo no Tatakai,3.36,3
32894,Love Bites,3.33,3
16608,Shitcom,2.93,3
31634,Kokuhaku,2.67,3
33500,Acerola-chan,5,3
24989,Agukaru: Play with Ibaraki-hen,4.81,3
30732,Agukaru: Play with Ibaraki-hen Episode 0,4.8,3
31164,Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,5.4,3
33704,AOTU Shijie,6,3
24809,Arigatou Kumanofu,4,3
30152,au x Rope,3.67,3
26013,Backkom Mission Impossible,6.11,3
26017,Backkom 5s,6.23,3
33708,Baku Tech! Bakugan Gachi: Tokubetsu-hen,5.93,3
30093,Ball yo Doko e Yuku,3.89,3
33940,Best Care Group,5.19,3
6568,Bokura no Saibanin Monogatari,4.93,3
33273,Bouningen Weekend,4.87,3
29743,Buonomo,6,3
29742,Butazuka,5.2,3
33863,Cakes,2.58,3
29821,Channel 5.5,5.32,3
29861,Channel 5.5 3rd Season Prologue,4.91,3
29820,Channel 5.5 4th Season,5.13,3
29862,Channel 5.5 4th Season Prologue,4.81,3
29860,Channel 5.5 Prologue: Shin Bangumi Start!,4.71,3
33703,Chao Shen Youxi,6.5,3
33862,Chichi Kaeru,4.56,3
33859,Chicken Papa,3,3
31749,Chou Kidougai-ku: Kashiwa-no-Ha,4.86,3
34409,Chuuko Video-ya no Onna Tenin X,5.75,3
19695,Clover 4/3,7.43,3
13501,Cofun Gal no Coffy,4.45,3
29749,Convenience Store Senki Purin-tai,4.48,3
33661,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,6.83,3
33534,Curly,4.7,3
8258,Damen&#039;s Walker,5.88,3
15971,Dasshutsu Gasshapon,4.27,3
34060,Dead World,3.89,3
29605,Double Hard,6.53,3
33986,Elite Banana Banao,6.29,3
34140,Eyedrops,4.83,3
29395,Fafa 1,3.81,3
33759,Feng Wei Ying Xiong,7.19,3
33536,Fly,3.73,3
32058,Four Seasons: Fuuka to Nanami,4.52,3
26347,From Osaka with Cheer!,4.33,3
33864,Fujilog (3),3.58,3
33872,Fujinkoron-senpai,4.4,3
30556,Funassyi to Yukaina Kyoudai,4.8,3
24355,Gaia Getter A-kun,3.48,3
32581,Gaza: Changing the World,5.14,3
34464,Gijinka de Manabo!,5.29,3
28733,Ginga Tetsudou 999 (3),6.47,3
34205,GJ8 Man,5,3
19169,Go! Go! Kadendanshi,5.25,3
23857,Go! Go! Kadendanshi 2nd Season,5.25,3
31505,Go! Samurai,6.6,3
30796,Gokudou Sakaba Denden: Gokudou Daisensou Gaiden,5.5,3
10323,Golden Kids,4.61,3
30106,Graphillion: Kazoeage Oneesan wo Sukue,3.75,3
24053,Gunners,4.51,3
18353,Hadakya no Otonosama,3.34,3
29972,Hakuchuu Meikyuu,3.02,3
19495,Hakusai Anime,6.56,3
20873,Hana no Zundamaru,5.1,3
22953,Hana no Zundamaru: Junk,3.96,3
18389,Heisei Policemen!!,5.78,3
4417,Hennako-chan,6.04,3
34222,Higanjima X,5.14,3
32892,Himitsukessha Taka no Tsume GT,5.14,3
13433,himitsukesshatakanotsume.jp,6.1,3
26009,His Lipstick,5.31,3
32665,Historical,5.58,3
32636,Hokori Inu no Hanashi,4.36,3
5207,Hokuro Kyoudai Full Throttle!!!!,3.97,3
30058,Hong Ling Jin Xia,5.85,3
33396,Hua Jiang Hu Zhi Bu Liang Ren,8,3
33305,Hua Jianghu Zhi Ling Zhu,7.57,3
32831,Hungry to Win,4.43,3
32254,Ijigen Gattai Mojibakeru Z,5.35,3
3973,Ikuze! Gen-san,6.24,3
34179,Ima no Watashi ni Dekiru Koto...,5.4,3
24051,Interior,5.06,3
25109,Inuyama Kamiko no Kireigoto ja Owaranai!,4.8,3
33387,Ippou Nippon Mukashibanashi,4.22,3
28427,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,5.58,3
31903,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),6,3
34121,Itsumo Kokoro ni Ho,4.86,3
30954,Jakusansei Million Arthur,6.61,3
32707,Jewelpet: Attack Chance!?,5.89,3
20835,Joshikousei Nobunaga-chan!!,5.96,3
29752,JU Chuuko Jidousha Hanbaishi x Peeping Life,3.59,3
33867,Kabi Usagi,6.4,3
33870,Kabi Usagi: Game Center,4.17,3
33869,Kabi Usagi: Hikouki,3.92,3
33868,Kabi Usagi: Kaichuu,4.17,3
31599,Kaette Kite yoo Toyama kara,4.17,3
34006,Kakuchou Shoujo-Kei Trinary,7.5,3
30154,Kamiusagi Rope (3),6,3
13831,Kamiusagi Rope 3 (3),5.76,3
13823,Kamiusagi Rope 1 Episode 0,4.92,3
13825,Kamiusagi Rope x au Collaboration,5.2,3
24977,Kana Kana Kazoku,5.11,3
31604,Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou,4.38,3
30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,4.45,3
31605,Kana Kana Kazoku: Kakusan Mare Bo ! 1-Wa-5-wa oo Matome Koukai窶ｦ Ka na?,5.11,3
31603,Kana Kana Kazoku: Rika in Wonderland,4.25,3
30443,Kana Kana Kazoku: Shinnen no Goaisatsu,3.74,3
30444,Kana Kana Kazoku: Stop Rubella,4.14,3
24049,Kanai,4.12,3
30435,Kankou Taisen Saitama: Sakuya no Tatakai,4.24,3
24047,Kaseki Dorobou to Kyouryuuseki,5.59,3
22595,Kimezou no Kimarimonku Ja Kimaranee.,4.91,3
22597,Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,5,3
32408,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (3)",4.31,3
33858,Kissaten Soudou,3.46,3
33915,Kitty-chan wo Sagase! Toyama-shi Stamp Rally,4.25,3
34120,Kizuna (3),5.13,3
28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (6): Heroine Kentei,4.78,3
23733,Kosys! Kochira Keihime Tetsudou: Kouhou System-ka,4.6,3
33854,Kosys! Lite: Tsuyoku Suishou Bansaku no Sunglasses - Password Tsukai-mawashi no Jutsu,5.4,3
33226,Kotowaza Gundam-san,6.13,3
17563,Koutetsu no Vendetta Episode 0,6.09,3
33528,Kubbe Kort Animasjon,5.64,3
33527,Kubbe no Ongakukai,4.62,3
28151,Kujakuou: Sengoku Tensei,4.33,3
29603,Kurokan,6.64,3
18773,Kuwagata Tsumami,6.5,3
22421,Licca-chan to Mahou no Kuni,4.38,3
33443,Luo Xiao Hei Zhan Ji,7.4,3
33755,Ma Shen,6,3
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,3.79,3
32059,Master of Torque 3,4.83,3
30781,Matsubara-kun,4.59,3
33843,Matsubara-kun: Mackie E no Ouen Message,3.38,3
27951,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,4.95,3
32251,Mirai e no Kakehashi: Bridge for Future,5.18,3
33602,Mo Jing Lieren,7.5,3
33603,Mo Jing Lieren 2nd Season,7,3
33604,Mo Jing Lieren 3rd Season,7.25,3
33225,Mobile Suit Gundam-san (3),6.19,3
23881,Momon&#039;s Sand Witch,4.82,3
25547,Momon&#039;s Sand Witch Bangai-hen: Tanu no Kyuujitsu,3.78,3
23885,Momon&#039;s Sand Witch Episode 0,5,3
22671,Momoya x Peeping Life: Go en Desu yo! II,5.15,3
24045,Monster ni Natta Domerica,4.94,3
31369,Mori no Ongakudan,4.92,3
31639,Mr. Shape: High Touch Taisou,4.11,3
33694,Mukidashi no Koushi,4,3
33537,My Home,5.14,3
8959,Nanchatte!,4.06,3
33861,Nani no Yaku ni Mo Tatanai Karapp3 Hanashi,3.5,3
33266,Nanocore,6.17,3
33271,Nanocore 2nd Season,5.33,3
33279,Nanocore: NG Scenes - Nano&#039;s Daily Life,4.5,3
29851,Nekoronde Mite ne.,3.43,3
30647,Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date,5.24,3
18577,Noobow: Na Kokoro,5.6,3
24773,Norasco,4.75,3
33283,Nude Batter Tetsuo,3.83,3
31057,3ka Hime,4.5,3
28185,Oniku Daisuki! Zeushi-kun 2nd Season,5.05,3
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,4.31,3
33154,Osiris no Tenbin: Season 2,6.08,3
30905,Owanko,5.17,3
33122,Pﾃ｢tisserie no Monster,4.61,3
29729,Peeping Life x IODATA: Quiz!! Input Output,3.72,3
33789,Peeping Life x Sanyo,4.73,3
22635,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland 3,4.12,3
29393,Pinky Monkey no Umareta Hi,4.4,3
29397,Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,4.12,3
29391,Pinky Wakuwaku Tabi Stroll,3.59,3
31667,Ponkotsu Quest: Maou to Haken no Mamono-tachi,3,3
31647,Ponkotsuland Saga,3.41,3
27465,Pororo Hanguk-e Wass-eoyo,4.55,3
22593,Potecco Babies (2011),4.85,3
34118,Pride,4.89,3
24811,Prison Bear,3.39,3
32385,Project HAL,5.96,3
33278,Qin Shiming Yue Tebie Pian: Di Zi Jiang Xi,5.81,3
33258,Qin Shiming Yue Zhi: Guoqing Tebie Pian,3.69,3
29936,Qin Shiming Yue Zhi: Junlin Tianxia,7.46,3
29937,Qin Shiming Yue Zhi: Luosheng Tangxia,6.05,3
29935,Qin Shiming Yue Zhi: Tian Xing Jiu Ge,7.07,3
33761,Qui Shui Yi Yun,7.25,3
32219,Raldessia Chronicles,5.03,3
9536,Robin-kun to 100 nin no Otomodachi,5.22,3
31302,Robo to Shoujo (Kari): Oshirase Gekijou (Kari),3.81,3
33535,Runningman,4.7,3
32559,Ryuuzou to Shichinin no Kobun-tachi x Frogman,4.29,3
33856,"Saitama-ken Zaijuu, Fujiyama Osamu, 33-sai, Mushoku (NEET).: Fujilog Nyuumon-hen",6,3
33860,Saru Kani Gassen (Yokoku),2.84,3
32734,"Satto Anshin, SAT x Peeping Life",4.07,3
10850,Seibu Tetsudou Ekiin Tako-chan,4.12,3
33163,Seishain Cyborg 003,4.39,3
26007,SheepWolf,4.54,3
33760,Shen Ming Zhi Zhou,7,3
33193,Shi Wan Ge Leng Xiaohua,6.67,3
33194,Shi Wan Ge Leng Xiaohua 2nd Season,6.33,3
33196,Shi Wan Ge Leng Xiaohua Di 3rd Season,7.08,3
33801,Shiguang Guiyu,7,3
